Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Arthrospira,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trichodesmium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Limnospira,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crinalium,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Geitlerinema,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyanothece,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gloeothece,  0.00,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Halothece,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Euhalothece,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rippkaea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crocosphaera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Atelocyanobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geminocystis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gloeocapsa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chondrocystis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Microcystis,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.00
Cyanobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gloeobacter,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pleurocapsa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stanieria,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chroococcidiopsis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gloeomargarita,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Promineofilum,  0.03,   0.02,   0.03,   0.03,   0.02,   0.02,   0.04
Anaerolinea,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Pelolinea,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Brevefilum,  0.00,   0.00,   0.00,   0.01,   0.01,   0.00,   0.01
Dehalogenimonas,  0.01,   0.01,   0.01,   0.01,   0.03,   0.01,   0.01
Dehalococcoides,  0.01,   0.01,   0.01,   0.00,   0.03,   0.01,   0.01
Roseiflexus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Chloroflexus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Caldilinea,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Sphaerobacter,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Thermomicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deinococcus,  0.03,   0.06,   0.03,   0.03,   0.05,   0.07,   0.04
Truepera,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Thermus,  0.01,   0.02,   0.01,   0.01,   0.02,   0.02,   0.02
Meiothermus,  0.01,   0.01,   0.00,   0.01,   0.01,   0.01,   0.01
Oceanithermus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Marinithermus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Mycoplasma,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Ureaplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Hepatoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Spiroplasma,  0.00,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Mesoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Entomoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acholeplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Phytoplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Izimaplasma,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fimbriimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chthonomonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermobaculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chryseobacterium,  0.03,   0.02,   0.03,   0.04,   0.03,   0.02,   0.03
Flavobacterium,  0.03,   0.02,   0.03,   0.03,   0.02,   0.02,   0.02
Polaribacter,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Elizabethkingia,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Capnocytophaga,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Gramella,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Maribacter,  0.01,   0.00,   0.00,   0.01,   0.00,   0.00,   0.01
Tenacibaculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01
Aquimarina,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Formosa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nonlabens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cellulophaga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Winogradskyella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lacinutrix,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myroides,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zunongwangia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Antarcticibacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aequorivita,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muricauda,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavivirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dokdonia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Riemerella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salegentibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Olleya,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Robiginitalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lutibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Psychroflexus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arenibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tamlana,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Changchengzhania,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Siansivirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muriicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gilvibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kordia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ornithobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gillisia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mariniflexile,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Euzebyella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Algibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zobellia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Apibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aureitalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Seonamhaeicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Croceibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sediminicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wenyingzhuangia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flagellimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Weeksella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Psychroserpens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cloacibacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Sulcia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Walczuchella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blattabacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fluviicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Owenweeksia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ichthyobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacteroides,  0.03,   0.02,   0.03,   0.03,   0.02,   0.01,   0.03
Alistipes,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Mucinivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prevotella,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Paraprevotella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Porphyromonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Petrimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fermentimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tannerella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parabacteroides,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muribaculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Duncaniella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Azobacteroides,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Odoribacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Butyricimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paludibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Proteiniphilum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Barnesiella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Draconibacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salinivirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alkalitalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hymenobacter,  0.02,   0.03,   0.02,   0.02,   0.03,   0.04,   0.02
Pontibacter,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Rufibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Spirosoma,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Dyadobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fibrella,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Runella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cytophaga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcticibacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leadbetterella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudarcicella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Echinicola,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Algoriphagus,  0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
Cyclobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquiflexum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Belliella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flammeovirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fabibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marivirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Cardinium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Amoebophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chryseolinea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bernardetia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mucilaginibacter,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Sphingobacterium,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pedobacter,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Solitalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Anseongella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudopedobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Olivibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavisolibacter,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Chitinophaga,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pseudoflavitalea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Niabella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arachidicoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Niastella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Panacibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Filimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhodothermus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Salinibacter,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Haliscomenobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Saprospira,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chlorobium,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pelodictyon,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prosthecochloris,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Chlorobaculum,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Chloroherpeton,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ignavibacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Melioribacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Cyclonatronum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gemmatirosa,  0.01,   0.03,   0.01,   0.00,   0.01,   0.03,   0.01
Gemmatimonas,  0.00,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Candidatus Cloacimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fibrobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Planctomyces,  0.01,   0.03,   0.01,   0.01,   0.02,   0.03,   0.01
Pirellula,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Thermogutta,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Roseimaritima,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Fuerstia,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Bythopirellula,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Rhodopirellula,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rubinisphaera,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Mariniblastus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Planctopirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gimesia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquisphaera,  0.01,   0.03,   0.01,   0.01,   0.02,   0.03,   0.01
Paludisphaera,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Singulisphaera,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Isosphaera,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Gemmata,  0.01,   0.02,   0.01,   0.01,   0.02,   0.03,   0.01
Sedimentisphaera,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Phycisphaera,  0.01,   0.02,   0.01,   0.00,   0.01,   0.02,   0.01
Candidatus Kuenenia,  0.01,   0.01,   0.01,   0.01,   0.01,   0.02,   0.01
Opitutus,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Lacunisphaera,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Nibricoccus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ereboglobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coraliomargarita,  0.00,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Verrucomicrobium,  0.01,   0.01,   0.01,   0.00,   0.01,   0.01,   0.01
Akkermansia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methylacidiphilum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Xiphinematobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kiritimatiella,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Parachlamydia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Protochlamydia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Neochlamydia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Waddlia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Simkania,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chlamydia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treponema,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Spirochaeta,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Sphaerochaeta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sediminispirochaeta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salinispira,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oceanispirochaeta,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Borrelia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Borreliella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leptospira,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Turneriella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brachyspira,  0.00,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Terriglobus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Acidisarcina,  0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
Granulicella,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Candidatus Koribacter,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Acidobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Candidatus Solibacter,  0.01,   0.02,   0.00,   0.00,   0.01,   0.02,   0.01
Luteitalea,  0.00,   0.02,   0.00,   0.00,   0.01,   0.02,   0.01
Chloracidobacterium,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Fusobacterium,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Ilyobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leptotrichia,  0.01,   0.00,   0.01,   0.01,   0.01,   0.00,   0.01
Sebaldella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptobacillus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sneathia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermotoga,  0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.00
Pseudothermotoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fervidobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermosipho,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Defluviitoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Petrotoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marinitoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kosmotoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mesotoga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nitrospira,  0.01,   0.02,   0.01,   0.01,   0.02,   0.03,   0.01
Leptospirillum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermodesulfovibrio,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermanaerovibrio,  0.00,   0.00,   0.00,   0.00,   0.01,   0.00,   0.01
Aminomonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cloacibacillus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aminobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermovirga,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acetomicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Jonquetella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermocrinis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hydrogenobaculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hydrogenobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquifex,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurihydrogenibium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Persephonella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermosulfidibacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermovibrio,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfurobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deferribacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flexistipes,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Calditerrivibrio,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geovibrio,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Denitrovibrio,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Bipolaricaulis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.01
Candidatus Saccharimonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Babela,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vampirococcus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermodesulfobacterium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermodesulfatator,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caldimicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caldithrix,  0.00,   0.01,   0.00,   0.00,   0.01,   0.00,   0.00
Endomicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Elusimicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dictyoglomus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfurispirillum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caldisericum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coprothermobacter,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanosarcina,  0.12,   0.01,   0.12,   0.12,   0.02,   0.01,   0.09
Methanococcoides,  0.05,   0.00,   0.05,   0.05,   0.00,   0.00,   0.03
Methanohalophilus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanosalsum,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanolobus,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanomethylovorans,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanohalobium,  0.01,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Methanothrix,  0.03,   0.01,   0.03,   0.03,   0.01,   0.00,   0.02
Methanoculleus,  0.02,   0.01,   0.02,   0.02,   0.01,   0.01,   0.01
Methanolacinia,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanoplanus,  0.01,   0.00,   0.01,   0.00,   0.00,   0.00,   0.00
Methanofollis,  0.01,   0.00,   0.01,   0.00,   0.00,   0.00,   0.01
Methanosphaerula,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanoregula,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanolinea,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanospirillum,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Methanocorpusculum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Methanocella,  0.02,   0.01,   0.02,   0.02,   0.01,   0.01,   0.02
Halorhabdus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halorientalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haloarcula,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Natronomonas,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halomicrobium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halapricum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halobacterium,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Halanaeroarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halodesulfurarchaeum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halorussus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halostella,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
