Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Enterobacteria phage phiP27,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella phage SfII,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage SfV,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halorubrum phage HF2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Streptococcus phage EJ-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage phiAQ113,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCDHM13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lactobacillus phage phi jlb1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella phage SfIV,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium phage PM1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thermus phage phi OH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyanophage S-RIM32,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halovirus HRTV-8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halovirus HRTV-7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halovirus HRTV-5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halovirus HSTV-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage SfI,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiCDHM11,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Clostridium phage phiMMP04,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia phage ECML-117,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus phage BCD7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage vB_VchM-138,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage CP-T1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bdellovibrio phage phi1422,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Synechococcus phage metaG-MbCM1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bdellovibrio phage phi1402,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizobium phage RR1-B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizobium phage RR1-A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus EaH1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium phage Tonenili,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Bxz1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Alice,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Dandelion,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus HyRo,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus I3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Nappy,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Sebata,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycobacterium virus Lukilu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter phage vB_CsaM_GAP32,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium phage CBB,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia virus Yen9-04,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia virus BF,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CP21,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CP220,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CPt10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CP30A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus NCTC12673,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CP81,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus CPX,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter phage PC14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter virus Los1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus SUSP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus SUSP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus VpaE1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus FelixO1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus EC6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus AYO145A,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus JH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus Mushroom,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus UAB87,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus wV8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus HY02,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus TP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus Alf5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus BPS15Q2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus BPS17L1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus BPS17W1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SP116,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus Si3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus M7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Ea214,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter virus Moogle,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter virus Mordin,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrobacter phage Michonne,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella virus Sf13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella virus Sf14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Shigella virus Sf17,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Staphylococcus phage SA1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus 121Q,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia phage PBECO 4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia phage APCEc02,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus V5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus JES2013,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus FV3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus FFH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus Murica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus V18,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus slur16,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter virus CR9,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pectobacterium virus phiTE,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter virus CR3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter virus CR8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter virus PBES02,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cronobacter virus GAP31,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SE1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SSE121,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus 4MG,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella phage vB_KpnM_KB57,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus Av05,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus virus G,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas phage Smp131,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia phage KL3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia phage KS14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia phage KS5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella phage RE-2010,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia phage ENT90,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia phage ST79,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia phage RSY1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage P88,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mannheimia phage vB_MhM_587AP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella phage SEN1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella phage SEN4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella phage SEN5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia virus RSA1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus P2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus PsP3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus 186,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus phiCTX,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus Wphi,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia virus L413C,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus phi52237,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mannheimia virus PHL101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus phiE122,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus phiE202,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus fiAA91ss,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus pro147,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus pro483,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus FSLSP004,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haemophilus virus HP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus K139,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Haemophilus virus HP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pasteurella virus F108,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus phiO18P,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus Kappa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage VPUSM 8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio phage PV94,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage phi3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage 201phi2-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage PhiPA3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus phiKZ,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PA7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus SL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia virus R1RT,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yersinia virus TG1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acidovorax virus ACP17,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia phage vB_EamM_ChrisDB,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia phage vB_EamM_Caitlin,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia phage vB_EamM_Huxley,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Machina,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage vB_PaeM_PAO1_Ab27,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus BcepF1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PA5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PS44,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus NH4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus KTN6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus E217,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus E215,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus CEBDP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus SN,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PB1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus LMA2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus LBL3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus F8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus 141,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus Ab28,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus KPP12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus JG024,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus DL68,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus DL60,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Klebsiella virus K64-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacteria phage vB_KleM-RaK2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PMW,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus ep3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage PPpW-3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enterobacter phage Arya,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus CVM10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus ECOO78,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus Ab03,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PAKP3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus KPP10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus G1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PS24,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus MAR,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus VHML,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus VP585,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus pf16,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Asesino,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus EaH2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus virus Osiris,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus virus Jimmer,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brevibacillus phage Jimmer1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus virus SP15,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus BcepNY3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus Bcep781,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus Bcep1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus Bcep43,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xanthomonas virus OP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Stenotrophomonas virus IME13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus Aes508,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus 25,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus AS4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus Aes12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus Asgz,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizobium virus RHEph4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhizobium phage RHEph06,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Agrobacterium virus Atuph07,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia virus RP12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia virus RSF1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia virus RSL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus BarretLemon,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Shade,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Brent,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Jawnski,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Martha,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Sonny,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Beans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Piccoletto,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium virus FCL2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavobacterium virus FCV1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Serratia virus CHI14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus Aphrodite1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus virus PBS1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Delftia virus PhiW14,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia virus RSL1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PA10,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus CAb1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus CAb02,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus JG004,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PAKP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PAKP4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PaP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage K8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage PaoP5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage C11,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas phage K5,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus MAG1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus PAKP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus Zigelbrucke,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus phiMK,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus Noxifer,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus Psa374,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas virus VCM,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Risingsun,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus VP4B,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus pTD1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus ArV1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Trina,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arthrobacter virus Colucci,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus 31,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aeromonas virus 44RR2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus SpecialG,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Deimos,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Ea35-70,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus RAY,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Simmy50,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Erwinia virus Desertfox,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halomonas virus HAP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vibrio virus VP882,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinorhizobium virus M7,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinorhizobium virus M12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinorhizobium virus N3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Escherichia virus ECML4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus Marshall,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus STML131,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus Maynard,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus SJ2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonella virus ViI,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus AB1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus AbC62,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus AB2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus AP22,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter phage YMC11/12/R2315,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus AbP2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus LZ35,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus WCHABP1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus WCHABP12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Acinetobacter virus ME3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bacillus virus Shbh1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella virus MSW3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Edwardsiella virus PEi21,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tetrasphaera virus TJE1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Halobacterium virus phiH,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Natrialba phage PhiCh1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Microcystis virus Ma-LMM01,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia virus BcepMu,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
